"","X1","X2"
"751",-75.138339,38.287821
"752",-74.141698,39.692229
"753",-74.036469,40.096544
"754",-75.075062,38.352175
"755",-74.057825,40.007686
"756",-74.206969,39.606125
"757",-74.445426,39.373486
"758",-74.052669,40.027316
"759",-74.050665,40.042139
"760",-74.141492,39.692127
"761",-74.036571,40.096536
"762",-74.069951,39.962279
"763",-74.141257,39.692142
"764",-74.076966,39.916287
"765",-74.445528,39.373778
"766",-75.13842,38.287751
"767",-74.06968,39.962234
"768",-73.995169,40.710174
"769",-74.076877,39.916598
"770",-74.049485,40.040058
"771",-74.069476,39.962248
"772",-74.445933,39.373641
"773",-74.706943,39.136081
"774",-75.138441,38.287644
"775",-74.052941,40.027135
"776",-74.206941,39.606386
"777",-74.069312,39.962191
"778",-74.036689,40.09654
"779",-74.050949,40.039664
"780",-74.050359,40.039943
"781",-74.141138,39.692292
"782",-74.445949,39.373869
"783",-74.707133,39.136087
"784",-74.207101,39.60619
"785",-74.069132,39.962213
"786",-74.141413,39.692407
"787",-74.70731,39.136152
"788",-74.051977,40.039446
"789",-74.12927,40.448893
"790",-74.069283,39.962353
"791",-73.842911,40.576274
"792",-74.368693,39.402618
"793",-74.052071,40.039325
"794",-74.141634,39.692499
"795",-74.057882,40.007709
"796",-74.446145,39.373913
"797",-74.70745,39.136212
"798",-75.138569,38.28673
"799",-74.207176,39.606789
"800",-74.050367,40.040171
"801",-74.069937,39.962392
"802",-74.707635,39.136258
"803",-74.057941,40.007742
"804",-75.138736,38.286801
"805",-73.997543,40.709785
"806",-74.053091,40.026875
"807",-74.707788,39.136329
"808",-74.05261,40.039064
"809",-74.035782,40.096386
"810",-74.446452,39.374022
"811",-74.069634,39.962399
"812",-74.70801,39.136397
"813",-74.058012,40.007766
"814",-74.052376,40.038994
"815",-74.07676,39.917001
"816",-74.142067,39.692646
"817",-74.509933,39.322526
"818",-73.357459,40.668899
"819",-74.207091,39.606462
"820",-74.035807,40.096323
"821",-74.052073,40.038959
"822",-75.137918,38.286543
"823",-74.446508,39.373825
"824",-74.034846,40.103644
"825",-74.050281,40.040315
"826",-74.51007,39.32265
"827",-74.068384,39.96237
"828",-74.058083,40.007781
"829",-74.024899,40.144982
"830",-74.052562,40.038666
"831",-75.138034,38.28661
"832",-73.996894,40.709917
"833",-74.446674,39.374065
"834",-74.077046,39.917031
"835",-74.052264,40.038616
"836",-74.510175,39.322764
"837",-74.074109,39.933446
"838",-74.072887,39.959174
"839",-73.242701,41.132398
"840",-74.531281,39.308833
"841",-74.52765,39.313054
"842",-74.024811,40.145189
"843",-74.058144,40.007824
"844",-74.708147,39.136329
"845",-74.049407,40.040432
"846",-73.996282,40.709999
"847",-74.05232,40.038425
"848",-74.724981,39.106457
"849",-74.44672,39.373825
"850",-74.076896,39.946963
"851",-75.138694,38.287021
"852",-74.708209,39.136148
"853",-74.509604,39.32277
"854",-74.144297,39.69043
"855",-74.708211,39.136023
"856",-74.05294,40.038302
"857",-74.053182,40.026594
"858",-74.50973,39.322893
"859",-74.04926,40.040625
"860",-74.725305,39.106569
"861",-74.144211,39.690529
"862",-74.053313,40.037596
"863",-74.036536,40.095751
"864",-74.076759,39.946902
"865",-74.130124,40.448265
"866",-74.509832,39.322976
"867",-74.72542,39.106644
"868",-74.058282,40.007858
"869",-74.707793,39.135946
"870",-74.144117,39.690682
"871",-75.138562,38.286956
"872",-74.129947,40.448266
"873",-74.053106,40.037062
"874",-74.144005,39.690793
"875",-74.707635,39.135879
"876",-74.035871,40.09625
"877",-75.074221,38.359757
"878",-74.053141,40.0369
"879",-74.725571,39.106682
"880",-74.076853,39.947062
"881",-74.050475,40.040565
"882",-74.058342,40.007866
"883",-74.482881,39.340529
"884",-74.143946,39.690934
"885",-75.138255,38.286748
"886",-74.053154,40.026392
"887",-74.052733,40.037002
"888",-74.576061,39.282514
"889",-74.707458,39.135844
"890",-72.594425,40.936964
"891",-74.058039,40.012865
"892",-74.074117,39.934767
"893",-74.725726,39.106746
"894",-74.076759,39.947074
"895",-74.120493,39.740861
"896",-74.129723,40.448305
"897",-74.052792,40.036791
"898",-74.036177,40.096445
"899",-75.073786,38.360362
"900",-74.143814,39.691004
"901",-74.707289,39.135794
"902",-75.138386,38.28681
"903",-74.207274,39.606246
"904",-74.077317,39.916698
"905",-74.725876,39.106838
"906",-74.062211,39.996808
"907",-74.036365,40.096443
"908",-74.052913,40.036659
"909",-74.143787,39.691161
"910",-75.13846,38.286902
"911",-74.05302,40.036308
"912",-74.707112,39.135742
"913",-74.726021,39.106915
"914",-74.120183,39.74071
"915",-74.049217,40.040793
"916",-74.143731,39.691303
"917",-74.07662,39.946907
"918",-74.077528,39.916701
"919",-74.053101,40.036162
"920",-74.062243,39.996676
"921",-74.706959,39.135713
"922",-74.120502,39.740506
"923",-74.052513,40.035774
"924",-75.139127,38.287268
"925",-74.726204,39.106959
"926",-74.053216,40.026153
"927",-74.062291,39.996555
"928",-74.143653,39.691421
"929",-74.509381,39.322903
"930",-74.706801,39.135644
"931",-74.077875,39.916759
"932",-74.058474,40.007917
"933",-74.726544,39.107165
"934",-74.03623,40.09626
"935",-74.20727,39.606515
"936",-74.049104,40.041393
"937",-74.143511,39.691528
"938",-75.138797,38.287092
"939",-74.062101,39.996499
"940",-74.119783,39.740228
"941",-74.078055,39.916784
"942",-74.726724,39.107202
"943",-74.036405,40.096252
"944",-74.156637,39.675508
"945",-73.929773,40.552202
"946",-74.034653,40.109268
"947",-74.207404,39.606328
"948",-74.058519,40.007972
"949",-74.143495,39.691681
"950",-74.076582,39.947038
"951",-74.050721,40.040007
"952",-74.143323,39.691761
"953",-74.036689,40.096258
"954",-74.077239,39.916282
"955",-74.058588,40.007977
"956",-75.138908,38.287175
"957",-74.143283,39.691887
"958",-74.726877,39.107321
"959",-74.077445,39.916314
"960",-74.036418,40.096162
"961",-74.036418,40.096162
"962",-74.058655,40.008018
"963",-74.727054,39.107408
"964",-74.036241,40.096154
"965",-74.507232,39.324244
"966",-74.077619,39.916355
"967",-74.076436,39.94702
"968",-74.727244,39.107506
"969",-74.058747,40.008037
"970",-74.02475,40.145384
"971",-74.507434,39.324405
"972",-74.143246,39.692005
"973",-74.035954,40.096182
"974",-74.706728,39.135203
"975",-74.049048,40.041578
"976",-74.706819,39.134922
"977",-74.143141,39.692166
"978",-74.077774,39.916363
"979",-74.120002,39.739827
"980",-74.024779,40.14564
"981",-74.137229,40.448744
"982",-74.076337,39.946959
"983",-75.139026,38.287231
"984",-74.706758,39.135083
"985",-74.207408,39.606598
"986",-74.035994,40.095998
"987",-74.727472,39.107533
"988",-74.145161,39.690793
"989",-74.036308,40.095994
"990",-75.139418,38.28722
"991",-74.024681,40.145916
"992",-75.122336,39.915193
"993",-74.070251,39.982775
"994",-74.36018,39.410742
"995",-74.078454,39.939549
"996",-74.137151,40.448833
"997",-74.03645,40.095994
